date,krx_bond_total_return_idx,krx_bond_avg_yield
2024-01-29,187.77,3.571
2024-01-30,188.42,3.529
2024-01-31,188.52,3.520
2024-02-01,188.59,3.521
2024-02-02,189.17,3.488
2024-02-05,188.56,3.542
2024-02-06,188.47,3.539
2024-02-07,188.49,3.537
2024-02-08,188.34,3.550
2024-02-09,188.36,3.550
2024-02-12,188.42,3.550
2024-02-13,188.16,3.576
2024-02-14,187.86,3.617
2024-02-15,187.98,3.607
2024-02-16,187.94,3.608
2024-02-19,188.04,3.603
2024-02-20,187.82,3.618
2024-02-21,187.95,3.609
2024-02-22,188.29,3.576
2024-02-23,188.05,3.602
2024-02-26,188.73,3.563
2024-02-27,188.56,3.579
2024-02-28,188.33,3.590
2024-02-29,188.14,3.606
2024-03-01,188.16,3.606
2024-03-04,188.52,3.580
2024-03-05,188.78,3.568
2024-03-06,189.01,3.544
2024-03-07,188.87,3.549
2024-03-08,189.49,3.502
2024-03-11,189.45,3.513
2024-03-12,189.63,3.506
2024-03-13,189.77,3.495
2024-03-14,189.51,3.512
2024-03-15,189.12,3.540
2024-03-18,188.93,3.562
2024-03-19,188.73,3.582
2024-03-20,189.04,3.558
2024-03-21,189.39,3.521
2024-03-22,189.67,3.502
2024-03-25,189.63,3.506
2024-03-26,189.44,3.517
2024-03-27,189.78,3.498
2024-03-28,189.72,3.501
2024-03-29,189.57,3.512
2024-04-01,189.89,3.490
2024-04-02,189.65,3.511
2024-04-03,189.57,3.514
2024-04-04,189.52,3.515
2024-04-05,189.70,3.503
2024-04-08,189.39,3.534
2024-04-09,189.33,3.541
2024-04-10,189.35,3.542
2024-04-11,188.77,3.598
2024-04-12,189.22,3.553
2024-04-15,188.99,3.577
2024-04-16,188.57,3.606
2024-04-17,188.67,3.600
2024-04-18,189.11,3.569
2024-04-19,188.90,3.600
2024-04-22,188.46,3.633
2024-04-23,188.52,3.623
2024-04-24,188.43,3.632
2024-04-25,188.01,3.661
2024-04-26,188.18,3.646
2024-04-29,188.18,3.659
2024-04-30,188.51,3.641
2024-05-01,188.52,3.641
2024-05-02,188.67,3.629
2024-05-03,188.90,3.618
2024-05-06,188.95,3.618
2024-05-07,189.57,3.569
2024-05-08,189.59,3.567
2024-05-09,189.34,3.582
2024-05-10,189.61,3.565
2024-05-13,189.50,3.578
2024-05-14,189.62,3.574
2024-05-15,189.64,3.574
2024-05-16,190.36,3.517
2024-05-17,190.41,3.514
2024-05-20,190.07,3.542
2024-05-21,190.20,3.539
2024-05-22,190.33,3.535
2024-05-23,190.43,3.524
2024-05-24,190.16,3.542
2024-05-27,190.24,3.536
2024-05-28,190.40,3.522
2024-05-29,190.00,3.551
2024-05-30,189.86,3.566
2024-05-31,189.74,3.573
2024-06-03,190.26,3.546
2024-06-04,190.74,3.510
2024-06-05,191.10,3.480
2024-06-06,191.11,3.480
2024-06-07,191.49,3.451
2024-06-10,191.11,3.488
2024-06-11,191.33,3.475
2024-06-12,191.69,3.447
2024-06-13,191.87,3.433
2024-06-14,192.17,3.406
2024-06-17,192.45,3.383
2024-06-18,192.62,3.377
2024-06-19,193.04,3.343
2024-06-20,192.65,3.371
2024-06-21,192.81,3.354
2024-06-24,192.70,3.370
2024-06-25,192.66,3.374
2024-06-26,192.61,3.378
2024-06-27,192.41,3.389
2024-06-28,192.73,3.360
2024-07-01,192.57,3.377
2024-07-02,192.90,3.336
2024-07-03,192.98,3.328
2024-07-04,193.34,3.292
2024-07-05,193.62,3.276
2024-07-08,193.66,3.273
2024-07-09,193.74,3.268
2024-07-10,193.82,3.268
2024-07-11,193.58,3.298
2024-07-12,194.18,3.251
2024-07-15,194.21,3.244
2024-07-16,194.61,3.215
2024-07-17,194.60,3.224
2024-07-18,194.70,3.225
2024-07-19,194.56,3.237
2024-07-22,194.70,3.231
2024-07-23,194.49,3.247
2024-07-24,194.85,3.220
2024-07-25,194.97,3.204
2024-07-26,195.07,3.199
2024-07-29,195.67,3.160
2024-07-30,195.56,3.174
2024-07-31,195.54,3.178
2024-08-01,195.87,3.155
2024-08-02,196.31,3.124
2024-08-05,197.06,3.043
2024-08-06,196.08,3.128
2024-08-07,196.17,3.125
2024-08-08,196.20,3.118
2024-08-09,196.09,3.130
2024-08-12,196.20,3.130
2024-08-13,196.49,3.111
2024-08-14,196.85,3.092
2024-08-15,196.86,3.093
2024-08-16,196.61,3.119
2024-08-19,196.53,3.126
2024-08-20,196.27,3.143
2024-08-21,196.26,3.143
2024-08-22,196.37,3.127
2024-08-23,196.20,3.143
2024-08-26,196.48,3.125
2024-08-27,195.79,3.171
2024-08-28,195.91,3.162
2024-08-29,195.71,3.181
2024-08-30,195.68,3.190
2024-09-02,195.39,3.216
2024-09-03,195.36,3.214
2024-09-04,195.92,3.171
2024-09-05,196.03,3.158
2024-09-06,196.55,3.126
2024-09-09,196.24,3.142
2024-09-10,196.58,3.123
2024-09-11,197.27,3.079
2024-09-12,197.03,3.108
2024-09-13,197.45,3.068
2024-09-16,197.49,3.068
2024-09-17,197.51,3.068
2024-09-18,197.53,3.068
2024-09-19,197.26,3.083
2024-09-20,197.14,3.087
2024-09-23,196.86,3.105
2024-09-24,196.83,3.104
2024-09-25,197.15,3.075
2024-09-26,197.15,3.073
2024-09-27,197.21,3.077
2024-09-30,197.40,3.067
2024-10-01,197.42,3.067
2024-10-02,197.97,3.036
2024-10-03,197.99,3.036
2024-10-04,197.49,3.069
2024-10-07,196.54,3.161
2024-10-08,196.77,3.143
2024-10-09,196.79,3.143
2024-10-10,196.85,3.149
2024-10-11,196.95,3.136
2024-10-14,196.83,3.135
2024-10-15,197.10,3.113
2024-10-16,197.47,3.088
2024-10-17,197.22,3.106
2024-10-18,196.93,3.126
2024-10-21,197.12,3.110
2024-10-22,196.66,3.140
2024-10-23,196.72,3.139
2024-10-24,197.16,3.106
2024-10-25,197.24,3.101
2024-10-28,196.74,3.141
2024-10-29,196.76,3.142
2024-10-30,196.93,3.139
2024-10-31,197.14,3.133
2024-11-01,197.10,3.138
2024-11-04,197.12,3.136
2024-11-05,197.37,3.122
2024-11-06,196.97,3.154
2024-11-07,197.29,3.128
2024-11-08,197.69,3.100
2024-11-11,197.78,3.104
2024-11-12,197.94,3.099
2024-11-13,197.58,3.130
2024-11-14,197.50,3.129
2024-11-15,197.48,3.136
2024-11-18,197.62,3.123
2024-11-19,197.82,3.105
2024-11-20,198.04,3.094
2024-11-21,198.46,3.065
2024-11-22,198.44,3.063
2024-11-25,198.97,3.032
2024-11-26,199.15,3.025
2024-11-27,199.41,3.006
2024-11-28,200.43,2.912
2024-11-29,200.88,2.879
2024-12-02,201.49,2.838
2024-12-03,201.52,2.843
2024-12-04,201.20,2.868
2024-12-05,201.44,2.851
2024-12-06,201.47,2.860
2024-12-09,202.29,2.817
2024-12-10,202.16,2.824
2024-12-11,201.68,2.850
2024-12-12,201.70,2.856
2024-12-13,202.00,2.842
2024-12-16,201.43,2.869
2024-12-17,200.54,2.924
2024-12-18,200.97,2.881
2024-12-19,200.41,2.926
2024-12-20,200.05,2.949
2024-12-23,200.24,2.945
2024-12-24,199.69,2.980
2024-12-25,199.71,2.980
2024-12-26,199.49,2.998
2024-12-27,199.47,2.981
2024-12-30,199.62,2.972
2024-12-31,199.64,2.972
2025-01-01,199.66,2.972
2025-01-02,200.78,2.886
2025-01-03,201.09,2.856
2025-01-06,200.76,2.879
2025-01-07,201.06,2.853
2025-01-08,201.24,2.833
2025-01-09,201.39,2.816
2025-01-10,200.99,2.841
2025-01-13,200.64,2.881
2025-01-14,201.10,2.855
2025-01-15,200.91,2.874
2025-01-16,201.35,2.834
2025-01-17,201.46,2.815
2025-01-20,201.35,2.830
2025-01-21,201.62,2.806
2025-01-22,201.50,2.817
2025-01-23,201.33,2.822
2025-01-24,201.13,2.828
2025-01-27,201.18,2.828
2025-01-28,201.20,2.827
2025-01-29,201.21,2.827
2025-01-30,201.23,2.826
2025-01-31,201.27,2.826
2025-02-03,201.57,2.814
2025-02-04,201.53,2.822
2025-02-05,201.93,2.804
2025-02-06,201.91,2.807
2025-02-07,201.75,2.828
2025-02-10,201.80,2.820
2025-02-11,201.75,2.823
2025-02-12,201.59,2.834
2025-02-13,201.56,2.828
2025-02-14,201.83,2.811
2025-02-17,201.73,2.822
2025-02-18,201.76,2.830
2025-02-19,201.83,2.824
2025-02-20,201.81,2.824
2025-02-21,202.02,2.809
2025-02-24,202.30,2.796
2025-02-25,202.41,2.784
2025-02-26,202.87,2.765
2025-02-27,202.95,2.765
2025-02-28,203.43,2.739
2025-03-03,203.48,2.739
2025-03-04,203.39,2.738
2025-03-05,202.86,2.770
2025-03-06,202.70,2.782
2025-03-07,203.13,2.757
2025-03-10,202.85,2.800
2025-03-11,203.29,2.770
2025-03-12,203.29,2.766
2025-03-13,203.15,2.778
2025-03-14,203.00,2.791
2025-03-17,203.06,2.792
2025-03-18,203.19,2.789
2025-03-19,203.25,2.794
2025-03-20,203.35,2.787
2025-03-21,203.33,2.790
2025-03-24,203.17,2.801
2025-03-25,203.08,2.807
2025-03-26,202.72,2.823
2025-03-27,202.87,2.818
2025-03-28,202.89,2.814
2025-03-31,203.56,2.766
2025-04-01,203.33,2.779
2025-04-02,203.53,2.769
2025-04-03,203.78,2.739
2025-04-04,204.49,2.677
2025-04-07,205.04,2.635
2025-04-08,204.67,2.651
2025-04-09,204.25,2.670
2025-04-10,204.31,2.670
2025-04-11,204.50,2.650
2025-04-14,204.61,2.650
2025-04-15,204.95,2.634
2025-04-16,205.46,2.593
2025-04-17,205.07,2.621
2025-04-18,205.43,2.597
2025-04-21,205.68,2.579
2025-04-22,205.36,2.591
2025-04-23,205.47,2.587
2025-04-24,205.28,2.596
2025-04-25,205.69,2.568
2025-04-28,205.78,2.568
2025-04-29,205.55,2.575
2025-04-30,205.94,2.546
2025-05-01,205.96,2.546
2025-05-02,205.84,2.553
2025-05-05,205.88,2.553
2025-05-06,205.90,2.553
2025-05-07,205.86,2.541
2025-05-08,205.58,2.556
2025-05-09,205.15,2.585
2025-05-12,204.99,2.590
2025-05-13,204.74,2.613
2025-05-14,204.91,2.599
2025-05-15,204.88,2.597
2025-05-16,205.16,2.571
2025-05-19,204.53,2.609
2025-05-20,204.87,2.588
2025-05-21,204.63,2.600
2025-05-22,204.73,2.588
2025-05-23,204.60,2.595
2025-05-26,204.63,2.598
2025-05-27,205.17,2.573
2025-05-28,205.31,2.560
2025-05-29,204.87,2.584
2025-05-30,204.82,2.584
2025-06-02,204.65,2.591
2025-06-03,204.66,2.591
2025-06-04,203.48,2.656
2025-06-05,203.66,2.646
2025-06-06,203.67,2.646
2025-06-09,203.91,2.630
2025-06-10,203.82,2.639
2025-06-11,203.77,2.649
2025-06-12,203.85,2.646
2025-06-13,204.00,2.657
2025-06-16,203.71,2.674
2025-06-17,203.92,2.655
2025-06-18,203.87,2.667
2025-06-19,203.77,2.674
2025-06-20,203.89,2.663
2025-06-23,203.66,2.686
2025-06-24,204.07,2.656
2025-06-25,204.13,2.656
2025-06-26,204.62,2.633
2025-06-27,204.29,2.642
2025-06-30,204.17,2.644
2025-07-01,204.62,2.625
2025-07-02,204.22,2.652
2025-07-03,204.47,2.630
2025-07-04,204.22,2.649
2025-07-07,204.12,2.654
2025-07-08,204.14,2.650
2025-07-09,204.22,2.645
2025-07-10,204.57,2.618
2025-07-11,204.60,2.623
2025-07-14,204.13,2.653
2025-07-15,204.26,2.645
2025-07-16,204.26,2.644
2025-07-17,203.90,2.667
2025-07-18,204.15,2.654
2025-07-21,204.37,2.642
2025-07-22,204.56,2.634
2025-07-23,204.60,2.631
2025-07-24,204.42,2.642
2025-07-25,204.44,2.644
2025-07-28,204.70,2.627
2025-07-29,204.73,2.623
2025-07-30,204.90,2.619
2025-07-31,204.96,2.619
2025-08-01,204.54,2.642
2025-08-04,205.16,2.601
2025-08-05,205.29,2.597
2025-08-06,205.14,2.603
2025-08-07,205.39,2.588
2025-08-08,205.35,2.593
2025-08-11,205.31,2.600
2025-08-12,205.10,2.611
2025-08-13,205.07,2.606
2025-08-14,205.24,2.595
2025-08-15,205.26,2.595
2025-08-18,204.86,2.622
2025-08-19,204.72,2.632
2025-08-20,204.85,2.625
2025-08-21,204.92,2.623
2025-08-22,204.75,2.634
2025-08-25,204.85,2.623
2025-08-26,204.79,2.620
2025-08-27,205.08,2.605
2025-08-28,205.01,2.611
2025-08-29,205.10,2.612
2025-09-01,204.90,2.623
2025-09-02,204.72,2.635
2025-09-03,204.41,2.656
2025-09-04,204.68,2.647
2025-09-05,204.78,2.643
2025-09-08,204.92,2.637
2025-09-09,205.23,2.619
2025-09-10,205.28,2.621
2025-09-11,205.45,2.612
2025-09-12,205.46,2.617
2025-09-15,205.46,2.621
2025-09-16,205.74,2.604
2025-09-17,205.87,2.599
2025-09-18,206.16,2.587
2025-09-19,205.73,2.615
2025-09-22,205.61,2.628
2025-09-23,205.68,2.626
2025-09-24,205.38,2.646
2025-09-25,204.99,2.677
2025-09-26,204.54,2.705
2025-09-29,204.49,2.711
2025-09-30,204.42,2.719
2025-10-01,204.26,2.729
2025-10-02,204.47,2.715
2025-10-03,204.49,2.715
2025-10-06,204.53,2.715
2025-10-07,204.55,2.715
2025-10-08,204.56,2.715
2025-10-09,204.58,2.716
2025-10-10,204.62,2.714
2025-10-13,205.16,2.684
2025-10-14,205.51,2.663
2025-10-15,205.57,2.656
2025-10-16,204.95,2.694
2025-10-17,205.41,2.665
2025-10-20,205.23,2.684
2025-10-21,205.08,2.704
2025-10-22,205.51,2.675
2025-10-23,204.98,2.713
2025-10-24,205.00,2.708
2025-10-27,204.53,2.743
2025-10-28,204.66,2.744
2025-10-29,204.20,2.780
2025-10-30,203.39,2.839
2025-10-31,203.21,2.839
2025-11-03,202.95,2.866
2025-11-04,202.93,2.863
2025-11-05,202.59,2.893
2025-11-06,201.80,2.955
2025-11-07,201.60,2.985
2025-11-10,201.62,2.981
2025-11-11,201.93,2.958
2025-11-12,201.18,3.020
2025-11-13,201.23,3.030
2025-11-14,200.52,3.069
2025-11-17,200.83,3.043
2025-11-18,201.17,3.017
2025-11-19,201.01,3.024
2025-11-20,200.62,3.052
2025-11-21,201.13,3.015
2025-11-24,201.07,3.028
2025-11-25,201.42,3.017
2025-11-26,201.54,3.012
2025-11-27,200.56,3.098
2025-11-28,200.83,3.081
2025-12-01,200.42,3.121
2025-12-02,200.59,3.106
2025-12-03,200.41,3.123
2025-12-04,200.54,3.113
2025-12-05,200.99,3.084
2025-12-08,200.77,3.109
2025-12-09,200.36,3.145
2025-12-10,200.17,3.171
2025-12-11,200.27,3.171
2025-12-12,200.52,3.157
2025-12-15,201.40,3.088
2025-12-16,201.39,3.091
2025-12-17,201.21,3.094
2025-12-18,201.09,3.087
2025-12-19,200.80,3.119
2025-12-22,200.94,3.107
2025-12-23,200.89,3.101
2025-12-24,201.14,3.085
2025-12-25,201.16,3.086
2025-12-26,200.89,3.102
2025-12-29,201.25,3.086
2025-12-30,201.11,3.094
2025-12-31,201.13,3.095
2026-01-01,201.15,3.095
2026-01-02,201.19,3.084
2026-01-05,201.07,3.086
2026-01-06,201.22,3.082
2026-01-07,201.60,3.052
2026-01-08,201.59,3.049
2026-01-09,201.30,3.068
2026-01-12,201.38,3.072
2026-01-13,201.12,3.086
2026-01-14,201.15,3.083
2026-01-15,200.50,3.138
2026-01-16,200.59,3.136
2026-01-19,200.00,3.176
2026-01-20,199.05,3.229
2026-01-21,199.42,3.202
2026-01-22,199.84,3.180
2026-01-23,199.45,3.212
2026-01-26,199.66,3.200
2026-01-27,199.81,3.200
2026-01-28,199.92,3.194
2026-01-29,199.46,3.230
2026-01-30,199.06,3.264
2026-02-02,199.06,3.273
2026-02-03,198.49,3.314
2026-02-04,198.07,3.346
2026-02-05,198.29,3.335
2026-02-06,198.13,3.354
2026-02-09,197.92,3.369
2026-02-10,198.41,3.333
2026-02-11,198.68,3.313
2026-02-12,198.96,3.288
2026-02-13,199.43,3.261
2026-02-16,199.49,3.261
2026-02-17,199.51,3.260
2026-02-18,199.53,3.260
2026-02-19,199.32,3.276
2026-02-20,199.85,3.244
2026-02-23,199.61,3.257
2026-02-24,199.47,3.263
2026-02-25,199.70,3.245
2026-02-26,200.46,3.198
2026-02-27,200.71,3.180
2026-03-02,200.77,3.181
2026-03-03,199.21,3.295
2026-03-04,199.26,3.308
2026-03-05,199.82,3.272
2026-03-06,199.50,3.299
2026-03-09,198.45,3.405
2026-03-10,199.48,3.370
2026-03-11,199.59,3.357
2026-03-12,199.22,3.378
2026-03-13,198.70,3.423
2026-03-16,198.92,3.407
2026-03-17,198.90,3.416
2026-03-18,199.62,3.370
2026-03-19,199.07,3.418
2026-03-20,198.66,3.471
2026-03-23,197.10,3.614
2026-03-24,197.50,3.575
2026-03-25,197.34,3.597
2026-03-26,197.10,3.613
2026-03-27,196.54,3.660
2026-03-30,196.95,3.632
2026-03-31,197.16,3.626
2026-04-01,198.97,3.489
2026-04-02,198.09,3.560
2026-04-03,198.76,3.520
2026-04-06,198.97,3.506
2026-04-07,198.74,3.518
2026-04-08,199.99,3.416
2026-04-09,199.70,3.432
2026-04-10,199.62,3.453
2026-04-13,199.36,3.475
2026-04-14,199.94,3.438
2026-04-15,200.00,3.436
2026-04-16,199.92,3.442
2026-04-17,199.54,3.469
2026-04-20,199.81,3.453
2026-04-21,200.11,3.437
2026-04-22,199.82,3.458
2026-04-23,198.96,3.525
2026-04-24,198.71,3.551
2026-04-27,198.74,3.549
2026-04-28,198.39,3.575
2026-04-29,198.59,3.567
2026-04-30,197.76,3.627
2026-05-01,197.78,3.628
2026-05-04,197.57,3.643
2026-05-05,197.59,3.644
2026-05-06,197.45,3.642
2026-05-07,197.93,3.600
2026-05-08,197.77,3.614
2026-05-11,197.55,3.639
2026-05-12,196.42,3.715
2026-05-13,196.56,3.699
2026-05-14,196.30,3.718
2026-05-15,195.13,3.811
2026-05-18,194.83,3.821
2026-05-19,194.95,3.818
2026-05-20,195.04,3.822
2026-05-21,195.07,3.825
2026-05-22,195.40,3.807
2026-05-25,195.46,3.808
2026-05-26,195.95,3.771
2026-05-27,195.77,3.799
2026-05-28,195.51,3.834
2026-05-29,196.40,3.789
2026-06-01,195.38,3.861
2026-06-02,195.58,3.852
2026-06-03,195.60,3.855
2026-06-04,194.78,3.930
2026-06-05,194.36,3.957
2026-06-08,193.76,4.016
2026-06-09,194.32,3.972
2026-06-10,194.28,3.980
2026-06-11,193.91,4.007
2026-06-12,195.06,3.925
2026-06-15,195.55,3.889
2026-06-16,195.50,3.884
2026-06-17,195.96,3.863
2026-06-18,195.50,3.903
2026-06-19,195.09,3.940
2026-06-22,194.85,3.965
2026-06-23,194.99,3.951
2026-06-24,194.77,3.968
2026-06-25,194.88,3.964
2026-06-26,195.01,3.949
2026-06-29,194.82,3.970
2026-06-30,195.27,3.945
2026-07-01,194.27,4.029
2026-07-02,194.67,4.003
2026-07-03,194.72,4.000
2026-07-06,194.55,4.011
2026-07-07,194.43,4.016
2026-07-08,194.15,4.030
2026-07-09,194.18,4.032
2026-07-10,194.41,4.020
2026-07-13,194.27,4.044
2026-07-14,193.68,4.103
2026-07-15,193.93,4.081
2026-07-16,194.07,4.063
2026-07-17,194.09,4.064
2026-07-20,193.68,4.097
2026-07-21,193.66,4.084
2026-07-22,193.08,4.128
2026-07-23,193.18,4.126
2026-07-24,192.94,4.153
2026-07-27,193.78,4.086
2026-07-28,194.08,4.061
2026-07-29,194.44,4.037
