date,krx_bond_total_return_idx,krx_bond_avg_yield
2016-12-08,170.29,1.941
2016-12-09,170.08,1.961
2016-12-12,169.80,1.979
2016-12-13,170.18,1.935
2016-12-14,170.62,1.899
2016-12-15,170.23,1.941
2016-12-16,170.34,1.930
2016-12-19,170.22,1.944
2016-12-20,170.21,1.952
2016-12-21,170.72,1.909
2016-12-22,170.74,1.900
2016-12-23,170.57,1.917
2016-12-26,170.60,1.918
2016-12-27,170.56,1.918
2016-12-28,170.77,1.898
2016-12-29,170.75,1.894
2016-12-30,170.76,1.894
2017-01-02,171.03,1.871
2017-01-03,170.93,1.867
2017-01-04,170.90,1.861
2017-01-05,171.16,1.833
2017-01-06,170.89,1.861
2017-01-09,170.76,1.879
2017-01-10,171.03,1.855
2017-01-11,170.88,1.865
2017-01-12,171.33,1.827
2017-01-13,171.24,1.834
2017-01-16,171.06,1.850
2017-01-17,171.11,1.843
2017-01-18,170.98,1.854
2017-01-19,170.74,1.876
2017-01-20,170.96,1.855
2017-01-23,171.05,1.853
2017-01-24,171.24,1.839
2017-01-25,171.06,1.857
2017-01-26,170.68,1.894
2017-01-27,170.69,1.894
2017-01-30,170.72,1.895
2017-01-31,170.91,1.875
2017-02-01,170.83,1.883
2017-02-02,170.92,1.868
2017-02-03,170.80,1.875
2017-02-06,170.97,1.856
2017-02-07,171.14,1.842
2017-02-08,171.26,1.833
2017-02-09,171.17,1.844
2017-02-10,171.22,1.842
2017-02-13,171.18,1.847
2017-02-14,171.30,1.836
2017-02-15,171.21,1.846
2017-02-16,171.26,1.842
2017-02-17,171.28,1.841
2017-02-20,171.05,1.860
2017-02-21,170.91,1.867
2017-02-22,170.68,1.886
2017-02-23,171.02,1.860
2017-02-24,171.11,1.855
2017-02-27,171.20,1.853
2017-02-28,171.22,1.854
2017-03-01,171.23,1.855
2017-03-02,170.83,1.894
2017-03-03,170.88,1.891
2017-03-06,170.69,1.911
2017-03-07,170.21,1.958
2017-03-08,170.37,1.945
2017-03-09,170.27,1.957
2017-03-10,170.42,1.948
2017-03-13,170.56,1.937
2017-03-14,170.56,1.938
2017-03-15,170.73,1.929
2017-03-16,171.28,1.882
2017-03-17,171.38,1.872
2017-03-20,171.23,1.885
2017-03-21,171.24,1.885
2017-03-22,171.43,1.872
2017-03-23,171.39,1.877
2017-03-24,171.17,1.895
2017-03-27,171.27,1.878
2017-03-28,171.25,1.881
2017-03-29,171.30,1.876
2017-03-30,171.16,1.882
2017-03-31,171.12,1.885
2017-04-03,171.34,1.868
2017-04-04,171.60,1.850
2017-04-05,171.58,1.853
2017-04-06,171.31,1.875
2017-04-07,171.28,1.879
2017-04-10,170.94,1.913
2017-04-11,171.20,1.888
2017-04-12,171.24,1.885
2017-04-13,171.44,1.871
2017-04-14,171.42,1.872
2017-04-17,171.49,1.869
2017-04-18,171.51,1.871
2017-04-19,171.62,1.864
2017-04-20,171.60,1.865
2017-04-21,171.46,1.879
2017-04-24,171.27,1.896
2017-04-25,171.37,1.885
2017-04-26,171.35,1.885
2017-04-27,171.40,1.876
2017-04-28,171.43,1.873
2017-05-01,171.46,1.874
2017-05-02,171.22,1.893
2017-05-03,171.23,1.893
2017-05-04,171.38,1.881
2017-05-05,171.38,1.881
2017-05-08,171.26,1.896
2017-05-09,171.27,1.897
2017-05-10,170.92,1.927
2017-05-11,170.93,1.922
2017-05-12,171.03,1.909
2017-05-15,170.99,1.912
2017-05-16,170.99,1.914
2017-05-17,171.35,1.882
2017-05-18,171.38,1.881
2017-05-19,171.47,1.872
2017-05-22,171.24,1.895
2017-05-23,171.37,1.886
2017-05-24,171.27,1.899
2017-05-25,171.45,1.887
2017-05-26,171.49,1.884
2017-05-29,171.50,1.884
2017-05-30,171.65,1.872
2017-05-31,171.57,1.881
2017-06-01,171.77,1.862
2017-06-02,171.83,1.854
2017-06-05,171.97,1.847
2017-06-06,171.98,1.847
2017-06-07,172.13,1.841
2017-06-08,172.06,1.849
2017-06-09,172.10,1.846
2017-06-12,171.80,1.891
2017-06-13,172.11,1.863
2017-06-14,172.13,1.868
2017-06-15,172.39,1.855
2017-06-16,172.18,1.872
2017-06-19,172.24,1.866
2017-06-20,172.33,1.862
2017-06-21,172.38,1.863
2017-06-22,172.35,1.871
2017-06-23,172.46,1.864
2017-06-26,172.52,1.863
2017-06-27,172.54,1.861
2017-06-28,172.18,1.893
2017-06-29,172.12,1.892
2017-06-30,172.00,1.894
2017-07-03,171.90,1.907
2017-07-04,171.67,1.923
2017-07-05,171.64,1.928
2017-07-06,171.63,1.931
2017-07-07,171.50,1.946
2017-07-10,171.76,1.927
2017-07-11,171.80,1.926
2017-07-12,171.86,1.923
2017-07-13,172.07,1.907
2017-07-14,172.07,1.907
2017-07-17,171.92,1.920
2017-07-18,172.07,1.911
2017-07-19,172.08,1.909
2017-07-20,172.17,1.903
2017-07-21,172.27,1.894
2017-07-24,172.32,1.892
2017-07-25,172.43,1.883
2017-07-26,172.28,1.895
2017-07-27,172.39,1.883
2017-07-28,172.35,1.886
2017-07-31,172.35,1.888
2017-08-01,172.15,1.902
2017-08-02,172.21,1.897
2017-08-03,172.19,1.898
2017-08-04,172.15,1.901
2017-08-07,171.95,1.925
2017-08-08,171.86,1.943
2017-08-09,171.66,1.970
2017-08-10,171.79,1.962
2017-08-11,171.92,1.956
2017-08-14,171.94,1.962
2017-08-15,171.95,1.962
2017-08-16,171.77,1.979
2017-08-17,171.86,1.966
2017-08-18,171.88,1.962
2017-08-21,171.95,1.961
2017-08-22,171.93,1.969
2017-08-23,171.98,1.963
2017-08-24,171.94,1.967
2017-08-25,172.23,1.938
2017-08-28,172.26,1.938
2017-08-29,172.25,1.944
2017-08-30,172.35,1.931
2017-08-31,172.31,1.931
2017-09-01,172.31,1.928
2017-09-04,172.11,1.953
2017-09-05,172.17,1.947
2017-09-06,172.35,1.937
2017-09-07,172.46,1.933
2017-09-08,172.66,1.917
2017-09-11,172.60,1.932
2017-09-12,172.65,1.930
2017-09-13,172.71,1.925
2017-09-14,172.72,1.929
2017-09-15,172.71,1.931
2017-09-18,172.63,1.940
2017-09-19,172.43,1.965
2017-09-20,172.57,1.955
2017-09-21,172.52,1.963
2017-09-22,172.63,1.955
2017-09-25,172.58,1.965
2017-09-26,172.35,1.993
2017-09-27,171.87,2.047
2017-09-28,171.81,2.054
2017-09-29,171.99,2.043
2017-10-02,172.02,2.045
2017-10-03,172.03,2.045
2017-10-04,172.04,2.045
2017-10-05,172.05,2.045
2017-10-06,172.06,2.045
2017-10-09,172.09,2.047
2017-10-10,171.78,2.082
2017-10-11,171.86,2.074
2017-10-12,172.05,2.056
2017-10-13,171.99,2.066
2017-10-16,171.92,2.081
2017-10-17,171.90,2.087
2017-10-18,171.95,2.082
2017-10-19,171.66,2.143
2017-10-20,171.39,2.202
2017-10-23,171.61,2.169
2017-10-24,171.46,2.190
2017-10-25,171.07,2.228
2017-10-26,170.76,2.283
2017-10-27,170.85,2.277
2017-10-30,170.86,2.277
2017-10-31,170.44,2.312
2017-11-01,170.65,2.288
2017-11-02,170.81,2.281
2017-11-03,170.71,2.292
2017-11-06,170.62,2.300
2017-11-07,170.80,2.283
2017-11-08,170.81,2.288
2017-11-09,170.80,2.294
2017-11-10,170.72,2.304
2017-11-13,170.60,2.322
2017-11-14,170.40,2.342
2017-11-15,170.61,2.322
2017-11-16,170.55,2.335
2017-11-17,170.63,2.325
2017-11-20,170.78,2.310
2017-11-21,170.80,2.312
2017-11-22,170.84,2.312
2017-11-23,170.98,2.296
2017-11-24,170.89,2.311
2017-11-27,170.97,2.304
2017-11-28,171.40,2.278
2017-11-29,171.57,2.261
2017-11-30,171.64,2.242
2017-12-01,171.64,2.238
2017-12-04,171.70,2.236
2017-12-05,171.55,2.255
2017-12-06,171.79,2.234
2017-12-07,171.72,2.236
2017-12-08,171.69,2.234
2017-12-11,171.69,2.237
2017-12-12,171.88,2.219
2017-12-13,171.88,2.219
2017-12-14,171.89,2.223
2017-12-15,172.00,2.217
2017-12-18,172.01,2.227
2017-12-19,171.98,2.232
2017-12-20,171.86,2.234
2017-12-21,171.84,2.241
2017-12-22,171.74,2.264
2017-12-25,171.77,2.264
2017-12-26,171.74,2.269
2017-12-27,171.61,2.285
2017-12-28,171.79,2.265
2017-12-29,171.80,2.265
2018-01-01,171.83,2.266
2018-01-02,171.78,2.259
2018-01-03,171.71,2.259
2018-01-04,171.58,2.269
2018-01-05,171.68,2.252
2018-01-08,171.55,2.265
2018-01-09,171.47,2.279
2018-01-10,171.14,2.308
2018-01-11,171.39,2.286
2018-01-12,171.31,2.295
2018-01-15,171.05,2.335
2018-01-16,171.16,2.325
2018-01-17,171.24,2.318
2018-01-18,171.38,2.292
2018-01-19,171.25,2.298
2018-01-22,171.16,2.314
2018-01-23,171.34,2.301
2018-01-24,171.38,2.304
2018-01-25,171.29,2.313
2018-01-26,171.16,2.325
2018-01-29,170.71,2.381
2018-01-30,170.29,2.408
2018-01-31,170.52,2.384
2018-02-01,170.66,2.370
2018-02-02,170.71,2.359
2018-02-05,170.39,2.390
2018-02-06,170.69,2.364
2018-02-07,170.96,2.341
2018-02-08,170.77,2.366
2018-02-09,170.65,2.379
2018-02-12,170.47,2.399
2018-02-13,170.69,2.376
2018-02-14,170.82,2.365
2018-02-15,170.83,2.365
2018-02-16,170.84,2.366
2018-02-19,170.60,2.395
2018-02-20,170.50,2.405
2018-02-21,170.57,2.398
2018-02-22,170.57,2.393
2018-02-23,170.59,2.385
2018-02-26,170.89,2.364
2018-02-27,170.96,2.362
2018-02-28,170.94,2.367
2018-03-01,170.95,2.369
2018-03-02,170.79,2.397
2018-03-05,170.99,2.390
2018-03-06,170.82,2.404
2018-03-07,170.97,2.396
2018-03-08,171.01,2.396
2018-03-09,170.92,2.406
2018-03-12,170.87,2.417
2018-03-13,170.96,2.412
2018-03-14,171.24,2.389
2018-03-15,171.39,2.381
2018-03-16,171.37,2.384
2018-03-19,171.31,2.391
2018-03-20,171.29,2.395
2018-03-21,171.36,2.391
2018-03-22,171.59,2.364
2018-03-23,171.82,2.344
2018-03-26,171.58,2.366
2018-03-27,171.74,2.356
2018-03-28,171.92,2.344
2018-03-29,171.95,2.342
2018-03-30,172.00,2.338
2018-04-02,171.93,2.343
2018-04-03,171.89,2.335
2018-04-04,172.13,2.307
2018-04-05,172.05,2.314
2018-04-06,172.25,2.299
2018-04-09,172.25,2.306
2018-04-10,172.26,2.308
2018-04-11,172.40,2.295
2018-04-12,172.50,2.288
2018-04-13,172.41,2.292
2018-04-16,172.28,2.305
2018-04-17,172.26,2.309
2018-04-18,172.20,2.315
2018-04-19,172.18,2.315
2018-04-20,172.03,2.327
2018-04-23,171.72,2.358
2018-04-24,171.79,2.352
2018-04-25,171.58,2.373
2018-04-26,171.74,2.356
2018-04-27,172.03,2.332
2018-04-30,171.92,2.344
2018-05-01,171.93,2.344
2018-05-02,171.71,2.366
2018-05-03,171.65,2.376
2018-05-04,171.60,2.390
2018-05-07,171.64,2.391
2018-05-08,171.57,2.407
2018-05-09,171.48,2.415
2018-05-10,171.64,2.400
2018-05-11,171.63,2.405
2018-05-14,171.58,2.418
2018-05-15,171.51,2.422
2018-05-16,171.71,2.398
2018-05-17,171.68,2.393
2018-05-18,171.98,2.358
2018-05-21,171.87,2.377
2018-05-22,171.88,2.377
2018-05-23,172.06,2.362
2018-05-24,172.25,2.339
2018-05-25,172.25,2.342
2018-05-28,172.28,2.345
2018-05-29,172.44,2.332
2018-05-30,172.43,2.334
2018-05-31,172.48,2.334
2018-06-01,172.51,2.330
2018-06-04,172.34,2.347
2018-06-05,172.44,2.342
2018-06-06,172.45,2.342
2018-06-07,172.29,2.356
2018-06-08,172.59,2.330
2018-06-11,172.46,2.360
2018-06-12,172.56,2.354
2018-06-13,172.57,2.354
2018-06-14,172.56,2.366
2018-06-15,172.79,2.347
2018-06-18,173.01,2.334
2018-06-19,173.26,2.314
2018-06-20,173.27,2.317
2018-06-21,173.39,2.305
2018-06-22,173.35,2.308
2018-06-25,173.44,2.302
2018-06-26,173.42,2.306
2018-06-27,173.65,2.285
2018-06-28,173.75,2.277
2018-06-29,173.79,2.276
2018-07-02,173.92,2.273
2018-07-03,173.67,2.291
2018-07-04,173.88,2.268
2018-07-05,173.95,2.256
2018-07-06,173.96,2.260
2018-07-09,173.96,2.263
2018-07-10,174.05,2.252
2018-07-11,174.37,2.221
2018-07-12,174.11,2.259
2018-07-13,174.05,2.267
2018-07-16,174.16,2.257
2018-07-17,174.13,2.258
2018-07-18,174.26,2.247
2018-07-19,174.20,2.252
2018-07-20,174.34,2.239
2018-07-23,174.27,2.244
2018-07-24,174.13,2.257
2018-07-25,174.31,2.245
2018-07-26,174.32,2.242
2018-07-27,174.19,2.265
2018-07-30,174.16,2.275
2018-07-31,174.19,2.273
2018-08-01,174.14,2.274
2018-08-02,174.21,2.267
2018-08-03,174.23,2.262
2018-08-06,174.37,2.251
2018-08-07,174.46,2.240
2018-08-08,174.56,2.228
2018-08-09,174.85,2.208
2018-08-10,175.03,2.194
2018-08-13,175.03,2.199
2018-08-14,175.05,2.202
2018-08-15,175.06,2.202
2018-08-16,175.29,2.187
2018-08-17,175.60,2.154
2018-08-20,175.75,2.143
2018-08-21,176.02,2.109
2018-08-22,175.91,2.124
2018-08-23,176.02,2.119
2018-08-24,176.07,2.114
2018-08-27,176.17,2.111
2018-08-28,176.21,2.112
2018-08-29,176.21,2.112
2018-08-30,176.16,2.129
2018-08-31,176.65,2.074
2018-09-03,176.72,2.077
2018-09-04,176.74,2.075
2018-09-05,177.10,2.051
2018-09-06,177.06,2.060
2018-09-07,177.12,2.059
2018-09-10,177.21,2.062
2018-09-11,177.07,2.074
2018-09-12,177.26,2.055
2018-09-13,177.13,2.075
2018-09-14,176.78,2.111
2018-09-17,176.61,2.128
2018-09-18,176.60,2.132
2018-09-19,176.28,2.159
2018-09-20,175.69,2.207
2018-09-21,175.98,2.187
2018-09-24,176.02,2.188
2018-09-25,176.03,2.188
2018-09-26,176.04,2.188
2018-09-27,176.33,2.172
2018-09-28,176.37,2.169
2018-10-01,176.22,2.183
2018-10-02,176.23,2.180
2018-10-03,176.24,2.180
2018-10-04,175.77,2.223
2018-10-05,175.77,2.231
2018-10-08,175.88,2.230
2018-10-09,175.89,2.231
2018-10-10,176.21,2.204
2018-10-11,176.55,2.175
2018-10-12,176.34,2.198
2018-10-15,176.44,2.196
2018-10-16,176.52,2.194
2018-10-17,176.89,2.169
2018-10-18,177.16,2.141
2018-10-19,176.99,2.149
2018-10-22,176.82,2.168
2018-10-23,177.09,2.151
2018-10-24,177.11,2.155
2018-10-25,177.35,2.145
2018-10-26,177.49,2.137
2018-10-29,178.19,2.070
2018-10-30,177.77,2.111
2018-10-31,177.64,2.122
2018-11-01,177.65,2.121
2018-11-02,177.45,2.147
2018-11-05,177.56,2.139
2018-11-06,177.43,2.147
2018-11-07,177.75,2.123
2018-11-08,177.81,2.123
2018-11-09,177.99,2.113
2018-11-12,178.11,2.106
2018-11-13,178.14,2.103
2018-11-14,178.20,2.097
2018-11-15,177.98,2.114
2018-11-16,177.99,2.116
2018-11-19,178.10,2.108
2018-11-20,178.13,2.111
2018-11-21,178.12,2.113
2018-11-22,178.17,2.110
2018-11-23,178.51,2.089
2018-11-26,178.54,2.088
2018-11-27,178.66,2.079
2018-11-28,178.61,2.084
2018-11-29,178.91,2.059
2018-11-30,179.04,2.057
2018-12-03,178.90,2.074
2018-12-04,179.05,2.063
2018-12-05,179.40,2.037
2018-12-06,179.94,1.995
2018-12-07,179.85,1.996
2018-12-10,179.95,1.990
2018-12-11,179.93,1.989
2018-12-12,179.77,1.998
2018-12-13,179.70,2.004
2018-12-14,179.86,1.993
2018-12-17,179.86,1.994
2018-12-18,180.06,1.978
2018-12-19,180.39,1.957
2018-12-20,180.28,1.967
2018-12-21,179.93,2.000
2018-12-24,179.80,2.009
2018-12-25,179.81,2.009
2018-12-26,180.12,1.986
2018-12-27,180.12,1.988
2018-12-28,179.96,1.997
2018-12-31,179.99,1.998
2019-01-01,180.00,1.998
2019-01-02,180.10,1.979
2019-01-03,180.06,1.978
2019-01-04,180.14,1.966
2019-01-07,180.12,1.970
2019-01-08,180.02,1.977
2019-01-09,180.08,1.972
2019-01-10,180.20,1.961
2019-01-11,180.00,1.975
2019-01-14,180.15,1.966
2019-01-15,180.19,1.963
2019-01-16,180.14,1.967
2019-01-17,180.09,1.971
2019-01-18,179.88,1.986
2019-01-21,179.72,1.995
2019-01-22,179.96,1.977
2019-01-23,180.04,1.976
2019-01-24,180.00,1.982
2019-01-25,179.91,1.986
2019-01-28,179.76,1.997
2019-01-29,179.68,2.003
2019-01-30,179.64,2.010
2019-01-31,180.00,1.986
2019-02-01,180.07,1.980
2019-02-04,180.10,1.979
2019-02-05,180.11,1.979
2019-02-06,180.12,1.979
2019-02-07,180.06,1.981
2019-02-08,180.27,1.963
2019-02-11,180.52,1.951
2019-02-12,180.32,1.967
2019-02-13,180.29,1.973
2019-02-14,180.34,1.967
2019-02-15,180.51,1.957
2019-02-18,180.29,1.976
2019-02-19,180.26,1.977
2019-02-20,180.28,1.978
2019-02-21,180.12,1.988
2019-02-22,180.17,1.987
2019-02-25,180.15,1.993
2019-02-26,180.28,1.984
2019-02-27,180.35,1.977
2019-02-28,180.28,1.984
2019-03-01,180.29,1.984
2019-03-04,180.02,2.004
2019-03-05,180.13,2.001
2019-03-06,180.22,1.993
2019-03-07,180.32,1.985
2019-03-08,180.60,1.966
2019-03-11,180.55,1.973
2019-03-12,180.52,1.971
2019-03-13,180.69,1.961
2019-03-14,180.67,1.964
2019-03-15,180.60,1.971
2019-03-18,180.56,1.977
2019-03-19,180.69,1.970
2019-03-20,180.74,1.973
2019-03-21,181.22,1.944
2019-03-22,181.31,1.942
2019-03-25,181.58,1.918
2019-03-26,181.48,1.917
2019-03-27,182.00,1.876
2019-03-28,182.36,1.844
2019-03-29,182.19,1.853
2019-04-01,181.90,1.877
2019-04-02,182.06,1.862
2019-04-03,181.85,1.876
2019-04-04,181.90,1.872
2019-04-05,181.79,1.883
2019-04-08,181.99,1.873
2019-04-09,182.09,1.868
2019-04-10,182.04,1.873
2019-04-11,182.06,1.873
2019-04-12,182.02,1.876
2019-04-15,181.76,1.899
2019-04-16,181.65,1.904
2019-04-17,181.54,1.912
2019-04-18,181.95,1.882
2019-04-19,181.86,1.893
2019-04-22,181.68,1.906
2019-04-23,181.78,1.900
2019-04-24,181.87,1.891
2019-04-25,182.11,1.871
2019-04-26,182.18,1.866
2019-04-29,182.29,1.860
2019-04-30,182.44,1.845
2019-05-01,182.45,1.845
2019-05-02,182.09,1.874
2019-05-03,182.01,1.879
2019-05-06,182.04,1.879
2019-05-07,182.16,1.867
2019-05-08,182.24,1.863
2019-05-09,182.41,1.850
2019-05-10,182.29,1.859
2019-05-13,182.30,1.859
2019-05-14,182.40,1.849
2019-05-15,182.50,1.843
2019-05-16,182.82,1.816
2019-05-17,182.86,1.814
2019-05-20,182.70,1.825
2019-05-21,182.81,1.816
2019-05-22,182.84,1.813
2019-05-23,183.07,1.795
2019-05-24,183.13,1.792
2019-05-27,183.13,1.794
2019-05-28,183.22,1.789
2019-05-29,183.69,1.757
2019-05-30,183.64,1.764
2019-05-31,184.27,1.710
2019-06-03,184.17,1.714
2019-06-04,184.19,1.713
2019-06-05,184.49,1.688
2019-06-06,184.50,1.688
2019-06-07,184.49,1.686
2019-06-10,184.36,1.692
2019-06-11,184.31,1.695
2019-06-12,184.90,1.642
2019-06-13,184.77,1.652
2019-06-14,185.13,1.629
2019-06-17,184.88,1.648
2019-06-18,184.92,1.649
2019-06-19,185.18,1.634
2019-06-20,185.64,1.596
2019-06-21,185.43,1.612
2019-06-24,185.47,1.612
2019-06-25,185.23,1.638
2019-06-26,185.18,1.643
2019-06-27,185.03,1.654
2019-06-28,185.27,1.635
2019-07-01,185.14,1.646
2019-07-02,185.45,1.625
2019-07-03,185.95,1.589
2019-07-04,186.02,1.579
2019-07-05,185.92,1.584
2019-07-08,186.02,1.579
2019-07-09,185.97,1.581
2019-07-10,185.79,1.593
2019-07-11,185.97,1.575
2019-07-12,185.86,1.580
2019-07-15,185.74,1.588
2019-07-16,185.87,1.579
2019-07-17,186.14,1.554
2019-07-18,186.77,1.505
2019-07-19,186.92,1.488
2019-07-22,186.99,1.484
2019-07-23,186.95,1.485
2019-07-24,187.17,1.466
2019-07-25,187.62,1.437
2019-07-26,187.65,1.441
2019-07-29,187.80,1.435
2019-07-30,187.73,1.435
2019-07-31,187.96,1.418
2019-08-01,187.79,1.434
2019-08-02,188.39,1.381
2019-08-05,189.29,1.310
2019-08-06,189.23,1.311
2019-08-07,189.36,1.299
2019-08-08,189.21,1.312
2019-08-09,189.12,1.317
2019-08-12,189.11,1.320
2019-08-13,189.66,1.285
2019-08-14,189.67,1.286
2019-08-15,189.68,1.286
2019-08-16,190.27,1.242
2019-08-19,190.07,1.248
2019-08-20,189.92,1.259
2019-08-21,189.12,1.310
2019-08-22,189.50,1.282
2019-08-23,189.29,1.302
2019-08-26,189.79,1.269
2019-08-27,189.24,1.315
2019-08-28,189.35,1.313
2019-08-29,189.33,1.315
2019-08-30,188.98,1.343
2019-09-02,188.49,1.382
2019-09-03,188.77,1.370
2019-09-04,188.67,1.382
2019-09-05,188.38,1.407
2019-09-06,188.25,1.421
2019-09-09,188.57,1.403
2019-09-10,188.60,1.405
2019-09-11,188.27,1.431
2019-09-12,188.28,1.431
2019-09-13,188.29,1.431
2019-09-16,186.95,1.517
2019-09-17,187.28,1.494
2019-09-18,187.59,1.479
2019-09-19,187.49,1.492
2019-09-20,187.50,1.494
2019-09-23,187.45,1.501
2019-09-24,187.64,1.492
2019-09-25,187.84,1.480
2019-09-26,187.75,1.483
2019-09-27,187.74,1.483
2019-09-30,187.66,1.483
2019-10-01,187.34,1.501
2019-10-02,187.42,1.488
2019-10-03,187.42,1.488
2019-10-04,188.50,1.405
2019-10-07,188.27,1.423
2019-10-08,188.04,1.439
2019-10-09,188.05,1.440
2019-10-10,187.70,1.460
2019-10-11,187.59,1.466
2019-10-14,187.60,1.468
2019-10-15,187.35,1.478
2019-10-16,187.23,1.490
2019-10-17,186.78,1.528
2019-10-18,186.62,1.534
2019-10-21,186.01,1.576
2019-10-22,186.11,1.558
2019-10-23,186.09,1.564
2019-10-24,186.08,1.573
2019-10-25,185.66,1.609
2019-10-28,184.90,1.678
2019-10-29,185.08,1.657
2019-10-30,185.33,1.640
2019-10-31,185.47,1.634
2019-11-01,185.42,1.640
2019-11-04,184.66,1.699
2019-11-05,184.82,1.681
2019-11-06,184.89,1.678
2019-11-07,184.75,1.694
2019-11-08,185.01,1.674
2019-11-11,185.09,1.672
2019-11-12,184.75,1.705
2019-11-13,185.25,1.669
2019-11-14,185.29,1.671
2019-11-15,185.22,1.677
2019-11-18,185.35,1.672
2019-11-19,185.75,1.645
2019-11-20,186.26,1.615
2019-11-21,186.30,1.623
2019-11-22,186.12,1.627
2019-11-25,185.94,1.640
2019-11-26,186.19,1.628
2019-11-27,186.54,1.609
2019-11-28,186.52,1.604
2019-11-29,186.81,1.576
2019-12-02,186.28,1.611
2019-12-03,185.99,1.627
2019-12-04,186.65,1.583
2019-12-05,186.64,1.590
2019-12-06,186.50,1.601
2019-12-09,186.80,1.583
2019-12-10,187.02,1.579
2019-12-11,186.99,1.578
2019-12-12,186.95,1.579
2019-12-13,186.73,1.597
2019-12-16,187.16,1.569
2019-12-17,187.13,1.570
2019-12-18,187.04,1.572
2019-12-19,186.60,1.593
2019-12-20,186.54,1.597
2019-12-23,186.70,1.588
2019-12-24,186.81,1.582
2019-12-25,186.82,1.582
2019-12-26,186.73,1.584
2019-12-27,186.34,1.597
2019-12-30,186.40,1.589
2019-12-31,186.41,1.590
2020-01-01,186.41,1.589
2020-01-02,186.82,1.558
2020-01-03,187.41,1.512
2020-01-06,187.47,1.508
2020-01-07,186.90,1.550
2020-01-08,186.94,1.557
2020-01-09,186.56,1.591
2020-01-10,186.34,1.606
2020-01-13,186.29,1.603
2020-01-14,186.42,1.589
2020-01-15,186.51,1.586
2020-01-16,186.58,1.597
2020-01-17,186.24,1.610
2020-01-20,186.00,1.632
2020-01-21,186.50,1.591
2020-01-22,186.21,1.614
2020-01-23,186.35,1.603
2020-01-24,186.36,1.603
2020-01-27,186.39,1.604
2020-01-28,187.24,1.542
2020-01-29,187.50,1.521
2020-01-30,187.73,1.500
2020-01-31,187.66,1.501
2020-02-03,187.84,1.485
2020-02-04,187.20,1.526
2020-02-05,187.51,1.505
2020-02-06,187.46,1.503
2020-02-07,187.58,1.485
2020-02-10,187.61,1.489
2020-02-11,187.71,1.483
2020-02-12,187.62,1.489
2020-02-13,187.66,1.479
2020-02-14,187.19,1.520
2020-02-17,187.52,1.501
2020-02-18,188.05,1.463
2020-02-19,188.11,1.462
2020-02-20,188.33,1.436
2020-02-21,189.09,1.379
2020-02-24,189.47,1.344
2020-02-25,189.30,1.360
2020-02-26,189.56,1.335
2020-02-27,189.06,1.381
2020-02-28,190.16,1.300
2020-03-02,189.77,1.325
2020-03-03,189.70,1.323
2020-03-04,190.36,1.256
2020-03-05,190.06,1.275
2020-03-06,189.90,1.288
2020-03-09,191.03,1.228
2020-03-10,190.09,1.288
2020-03-11,190.02,1.288
2020-03-12,189.93,1.288
2020-03-13,187.98,1.405
2020-03-16,188.97,1.327
2020-03-17,189.78,1.261
2020-03-18,188.93,1.311
2020-03-19,187.36,1.442
2020-03-20,187.57,1.422
2020-03-23,186.62,1.483
2020-03-24,186.75,1.477
2020-03-25,187.35,1.450
2020-03-26,188.46,1.399
2020-03-27,188.20,1.409
2020-03-30,187.83,1.438
2020-03-31,187.97,1.421
2020-04-01,187.93,1.429
2020-04-02,188.21,1.400
2020-04-03,188.06,1.405
2020-04-06,188.14,1.391
2020-04-07,188.01,1.394
2020-04-08,188.61,1.357
2020-04-09,189.16,1.326
2020-04-10,189.24,1.320
2020-04-13,188.99,1.339
2020-04-14,189.02,1.338
2020-04-15,189.03,1.338
2020-04-16,189.24,1.325
2020-04-17,189.03,1.341
2020-04-20,189.09,1.338
2020-04-21,188.93,1.348
2020-04-22,188.35,1.376
2020-04-23,188.37,1.372
2020-04-24,188.49,1.354
2020-04-27,188.12,1.376
2020-04-28,188.21,1.373
2020-04-29,188.62,1.350
2020-04-30,188.62,1.351
2020-05-01,188.63,1.351
2020-05-04,188.82,1.333
2020-05-05,188.82,1.331
2020-05-06,188.70,1.332
2020-05-07,189.17,1.304
2020-05-08,189.65,1.276
2020-05-11,189.36,1.293
2020-05-12,189.74,1.262
2020-05-13,190.11,1.239
2020-05-14,190.22,1.234
2020-05-15,190.24,1.230
2020-05-18,190.08,1.238
2020-05-19,190.05,1.235
2020-05-20,190.31,1.220
2020-05-21,190.49,1.210
2020-05-22,190.55,1.197
2020-05-25,190.74,1.183
2020-05-26,190.59,1.193
2020-05-27,190.69,1.188
2020-05-28,190.62,1.163
2020-05-29,190.50,1.154
2020-06-01,190.16,1.171
2020-06-02,190.37,1.156
2020-06-03,190.01,1.186
2020-06-04,189.96,1.195
2020-06-05,189.73,1.208
2020-06-08,189.86,1.202
2020-06-09,190.43,1.167
2020-06-10,190.36,1.172
2020-06-11,190.36,1.171
2020-06-12,190.29,1.180
2020-06-15,189.97,1.206
2020-06-16,190.11,1.200
2020-06-17,190.12,1.207
2020-06-18,190.40,1.181
2020-06-19,190.13,1.193
2020-06-22,190.12,1.190
2020-06-23,190.28,1.172
2020-06-24,190.40,1.165
2020-06-25,190.54,1.158
2020-06-26,190.70,1.152
2020-06-29,190.40,1.170
2020-06-30,190.18,1.179
2020-07-01,190.15,1.179
2020-07-02,190.36,1.160
